IMG_ID,GT_LAT,GT_LON,PRED_LAT,PRED_LON,ERROR_KM
1056311007_52319e8695_1127_9729483@N02.jpg,19.633291,-155.98991,1.15998,104.32013,10977.74845606511
1056987156_2fb85c8d9d_1152_9729483@N02.jpg,19.782928,-156.036463,-13.016001,-38.488518,13345.17391269504
1058450330_29b27f18cc_1304_52057668@N00.jpg,48.858842,2.329101,48.856213,2.345341,1.2235238749694977
1061820145_989476e8d1_1056_17351226@N00.jpg,-0.331476,36.074466,-0.399625,36.089058,7.749543277009365
1064247804_21a7ce7392_1272_73293249@N00.jpg,52.506442,13.337682,58.660603,16.39821,710.6409113114582
1065427105_186af84f48_1367_70323761@N00.jpg,41.935064,-74.018674,39.887875,-76.36633,301.20094132565544
1066619342_4f62e58221_1239_70323761@N00.jpg,41.933021,-74.019286,41.95594,-70.66232,277.6348999218764
1070752568_b1ed6014e4_1333_93455345@N00.jpg,50.252912,19.025573,52.585045,-1.979094,1473.947480622001
1070839510_05f6cf6ef2_1162_93455345@N00.jpg,50.260814,18.846359,41.7026,-74.68785,6802.319115067759
1070873718_eab41ad951_1427_93455345@N00.jpg,50.260814,18.846359,46.81848,-71.15229,6215.098872022539
107184433_0e6c4969c5_35_96388182@N00.jpg,43.676314,-92.963894,36.97741,-86.49214,924.4539917018265
1076964851_c20355b981_1431_93455345@N00.jpg,43.137069,131.929321,51.27126,30.217724,7099.736123892997
1076986527_4de9d086bc_1124_93455345@N00.jpg,43.137069,131.929321,39.282265,-122.90564,8165.298595344682
1077074655_69c5dba648_1048_93455345@N00.jpg,52.045734,113.411865,48.744133,44.535484,4710.155234808428
1077086393_e1aea6d21e_1090_93455345@N00.jpg,52.32191,104.227294,59.60813,60.576553,2777.834546819232
1077155473_80c037f16a_1120_93455345@N00.jpg,51.733832,39.25415,46.6525,27.73756,1007.9437710671228
107717568_95f67ce436_37_17351226@N00.jpg,59.929043,30.313854,55.751446,37.620106,633.9504205750787
1077208489_d307c44d40_1355_93455345@N00.jpg,43.137069,131.929321,68.9741,33.02473,5926.137431663178
107723582_6c02eba98c_44_17351226@N00.jpg,59.929043,30.313854,19.78738,-88.461914,9586.746728787266
107723692_6abd246261_52_17351226@N00.jpg,59.929043,30.313854,53.8328,9.958752,1402.1409804817733
107723908_e96144f997_56_17351226@N00.jpg,59.929043,30.313854,65.58142,22.308788,747.8034099270288
1077244783_6b676179aa_1032_93455345@N00.jpg,51.733832,39.25415,50.418846,30.652885,618.0323709454849
1077872058_04a9b36974_1148_93455345@N00.jpg,50.656425,27.160949,50.06536,14.321447,912.010327605718
1077955412_5c254dabba_1246_93455345@N00.jpg,54.788017,55.964355,59.60813,60.576553,603.3678153576067
1079732334_0baae72c4f_1271_25159586@N00.jpg,34.902638,132.0891,35.763947,140.38463,758.345774019433
108325116_1b1cd483cc_42_17351226@N00.jpg,60.389391,5.330429,60.899857,7.154571,114.48951865035144
108328982_9befccdd12_52_17351226@N00.jpg,60.389391,5.330429,61.765896,7.252779,184.6832233796178
108344521_b7f5d1ba86_37_17351226@N00.jpg,64.139968,-21.918754,65.70945,-16.759644,299.131277253121
1085645221_dad5caca79_1379_33463080@N00.jpg,13.732881,100.503273,22.148888,113.559166,1666.7469608043277
1085889653_66207e5068_1416_33463080@N00.jpg,14.021187,99.527893,14.041747,99.50344,3.4908219617767666
1086201488_cd08f71bb8_1056_33463080@N00.jpg,13.732881,100.503273,1.403538,103.79128,1417.8678931187908
1086319092_34f919b886_1232_33463080@N00.jpg,13.732881,100.503273,1.404735,103.790245,1417.7099874359021
1088267191_8f3a46f0c1_1142_15376845@N00.jpg,41.17567,-73.101063,44.40276,-67.97751,550.7655071149685
1088326301_bba2b5385d_1408_15376845@N00.jpg,41.17567,-73.101063,39.15895,-74.68797,261.65544729974033
109003732_1ac8be791c_40_18684820@N00.jpg,13.735383,100.500183,34.307327,-118.46387,13270.609136103843
109040743_ad2fafd7e9_51_18684820@N00.jpg,16.056371,103.646392,21.1839,106.05601,624.091129211659
109046783_1ec629777a_51_18684820@N00.jpg,16.056371,103.646392,13.966054,100.43701,415.7130420155063
109049475_c5794551d3_53_18684820@N00.jpg,16.056371,103.646392,18.28022,99.47778,507.1941447225319
109090818_b0c5177552_47_18684820@N00.jpg,17.400605,104.779701,13.354533,103.8554,460.6820276308347
1091261185_24d87262d8_1178_80333007@N00.jpg,43.54693,10.312557,43.55074,10.310229,0.4630758731894246
109444677_b9311d353a_51_44972214@N00.jpg,32.759562,-117.180175,33.737617,-118.10766,138.80197446802026
109444762_8b7eb2eff0_45_44972214@N00.jpg,32.759562,-117.180175,33.602154,-117.8993,115.138488839462
109445154_504554586a_56_44972214@N00.jpg,32.759562,-117.180175,53.8328,9.958752,9130.599830816593
109445802_c3767617e6_55_44972214@N00.jpg,32.759562,-117.180175,26.208027,-98.2034,1972.3026648353155
1094476901_8af0525615_1092_33463080@N00.jpg,12.917568,104.58847,20.838682,-156.91223,10358.819150472775
109503491_ab4fb29d21_41_18684820@N00.jpg,12.683549,101.272659,-16.191595,-67.72676,18768.253240329166
1095141034_31d7994014_1432_33463080@N00.jpg,12.917568,104.58847,9.401306,-0.832729,11415.405485456407
109515826_6e23accec7_54_18684820@N00.jpg,13.735383,100.500183,16.772411,96.156975,575.3804124621661
1095455094_de1cee2271_1306_33463080@N00.jpg,12.917568,104.58847,10.98383,104.785706,216.08952986857872
1096265513_0803ddb49c_1181_33463080@N00.jpg,13.372585,103.856849,13.441048,103.85925,7.617109752995227
1097531112_dce44408c2_1403_9729483@N02.jpg,21.331284,-157.920624,21.33255,-157.92108,0.1484437287986877
1097784160_262625335f_1009_9729483@N02.jpg,38.035171,-97.92862,30.290968,-91.233055,1058.0710705321915
1099044629_a345ba7db8_1115_70323761@N00.jpg,40.742713,-74.006448,34.137737,-118.35442,3940.922667380706
1099219094_cad7dd327e_1258_70323761@N00.jpg,40.719615,-73.953469,41.721825,-87.61592,1146.9028673225257
110016321_34c0ac4524_55_18684820@N00.jpg,13.735383,100.500183,13.741594,100.51305,1.5513253106623208
1100269292_a7e742b120_1092_9729483@N02.jpg,37.716107,-97.410605,39.768017,-86.18196,999.4739516864389
1101090129_d124208854_1241_33463080@N00.jpg,13.372585,103.856849,13.413167,103.864334,4.584445429349397
1102966083_dcc68a51a6_1086_70323761@N00.jpg,40.743066,-74.00691,40.721794,-73.99374,2.6130449290456683
1103229007_c58a9a332f_1359_70323761@N00.jpg,40.739303,-74.0072,40.722153,-74.00047,1.989567520844989
1103239315_41b27d754d_1309_70323761@N00.jpg,40.739303,-74.0072,51.523457,-0.075638,5571.3181689768935
1104068861_5792a115db_1369_33463080@N00.jpg,13.372585,103.856849,13.437236,103.74454,14.116103688065971
1105517140_f7dc56cff4_1162_78247883@N00.jpg,43.510308,16.440095,43.50791,16.43898,0.2811707244840783
1106080815_b1340dffa7_1276_33463080@N00.jpg,13.372585,103.856849,13.441048,103.85925,7.617109752995227
1106682564_0b76ef20a3_1279_33463080@N00.jpg,13.372585,103.856849,11.009948,106.4697,386.84843426578976
1107083216_76603676a9_1295_82622473@N00.jpg,41.100957,28.999614,40.311474,-74.46499,8123.058888775591
1107115193_7896b8d656_1300_33463080@N00.jpg,13.372585,103.856849,13.370595,103.86354,0.756703036053015
1107468192_3e8b9b43cf_1369_82622473@N00.jpg,41.100957,28.999614,37.1822,38.76526,947.4546341333548
1107858999_36eae1fedb_1208_82927779@N00.jpg,-13.311708,48.115938,-43.94191,-176.53793,12208.783212263696
110797780_a8d74f0204_52_18684820@N00.jpg,13.735383,100.500183,39.828114,-86.18392,14019.035353333531
110799609_43e51fc1e5_54_18684820@N00.jpg,13.735383,100.500183,41.79057,-87.58242,13785.446271034023
110800551_ff744a8b6d_44_18684820@N00.jpg,13.735383,100.500183,38.897446,115.460815,3160.159873804407
110803310_55c8da43bd_53_18684820@N00.jpg,13.735383,100.500183,22.66661,113.91277,1728.3717277480805
1108114251_b09d32f32a_1036_77235581@N00.jpg,58.208677,-6.391725,48.780415,-3.045358,1071.1508993034354
1108236217_688d857d7c_1394_77235581@N00.jpg,58.20312,-6.379559,55.634926,-4.823856,300.75400148035953
1108575839_3bdfce931b_1212_82927779@N00.jpg,-13.313244,48.154502,-15.548834,128.2595,8575.860142185928
1108895380_03c3a1a1f6_1090_77235581@N00.jpg,58.20312,-6.379559,47.095604,-55.745144,3459.4716793271314
1109483936_4456a4f0df_1196_82927779@N00.jpg,-13.31325,48.154488,9.65423,-85.07469,14909.261254140018
111013518_cc990d42cf_51_36948083@N00.jpg,13.426188,103.85848,13.441048,103.85925,1.6544065460743866
1112035723_0a63e75d0e_1114_33463080@N00.jpg,13.372585,103.856849,18.274998,98.37593,800.4322465274939
1113782494_f10808f500_1298_33463080@N00.jpg,13.819994,104.714298,13.678701,101.071175,393.7986147244149
1113980485_7ac3e8a2c6_1138_33463080@N00.jpg,13.819994,104.714298,16.415173,102.833916,352.1491196324016
1114595220_0a81197afd_1338_33463080@N00.jpg,13.819994,104.714298,11.604598,103.328606,288.5690857791414
1115259191_b14c332c87_1325_33463080@N00.jpg,13.372585,103.856849,16.24187,103.8105,319.0888866941106
1115274018_d6c2c821d1_1382_33463080@N00.jpg,13.372585,103.856849,16.432215,102.837006,357.42465308053517
1117136365_5948288020_1413_33463080@N00.jpg,11.824005,104.744682,15.182157,106.28792,408.9820696533683
1117496242_4cf8c11162_1012_33463080@N00.jpg,11.580858,104.921321,20.857449,106.67862,1048.3887825583622
1117586944_cc641006da_1329_75653366@N00.jpg,13.743908,100.488917,13.749926,100.4913,0.7170265603014765
1117715992_d0a96a4caa_1337_75653366@N00.jpg,13.743908,100.488917,13.749926,100.4913,0.7170265603014765
1118479971_9ad6008b4f_1327_82927779@N00.jpg,-13.400983,48.270638,9.401306,-0.832729,5983.455172181401
1119125029_545a19a16b_1428_82927779@N00.jpg,-13.313916,48.153652,-33.842834,151.24083,10356.615702788662
1119257150_4ac3eebadf_1032_82927779@N00.jpg,-13.313369,48.154238,-22.618446,45.353622,1076.1291197762368
1119668171_48a230b741_1404_82927779@N00.jpg,-13.316188,48.151458,-20.693819,164.9877,12147.236782364369
1120309050_e71f17aeb3_1128_82927779@N00.jpg,-13.313252,48.154486,-8.689639,125.947266,8475.281134725628
1121659017_07efbb5264_1399_93455345@N00.jpg,43.137069,131.929321,-33.009815,-71.55335,17682.83745057566
1123241881_4bf8ae2419_1016_33463080@N00.jpg,10.591433,103.764495,11.577433,103.026695,136.0222319032057
1125007623_477d5426e9_1379_93455345@N00.jpg,37.331948,136.785278,34.685593,135.84114,306.26529974643944
1125649897_d94e38d2b5_1327_96332550@N00.jpg,35.416684,-95.714607,30.338917,-98.26212,612.6234832649068
1125852220_b13d685cea_1111_93455345@N00.jpg,36.087118,136.221542,34.815704,135.6585,150.29215441325502
1126734821_cbf0860b66_1080_30571787@N00.jpg,51.506605,-0.081367,21.36431,-157.95384,11629.431522984856
113446159_010a80fd72_54_50994135@N00.jpg,55.856997,-4.263124,45.65597,10.23415,1519.2689295104096
1134826966_548613fd5d_1359_30571787@N00.jpg,51.597827,-0.238491,51.598415,-0.235075,0.2448330756259393
1136685211_813651b657_1140_22941966@N00.jpg,45.001269,-93.273346,45.40326,-71.88893,1671.0975547612545
113820435_b8d6945a79_56_87434398@N00.jpg,43.480577,-72.386426,41.819088,-71.4288,200.6604526806249
113820995_a4ce685a48_51_87434398@N00.jpg,43.137445,-72.500581,43.52627,-71.37832,100.5408832452506
113822018_7975267242_49_87434398@N00.jpg,44.540262,-72.524313,59.455555,-135.31581,4411.433483756997
113823369_54ebe138ba_38_87434398@N00.jpg,42.762137,-72.513799,43.884285,-73.44995,145.9567820811246
113823452_c141b6ee5c_36_87434398@N00.jpg,42.762137,-72.513799,44.46307,-70.31868,258.829600896159
113833447_7e18ad9cf1_42_87434398@N00.jpg,44.57578,-72.295816,44.05234,-71.12858,109.59835526781482
113861643_a1febd9dd0_45_87434398@N00.jpg,42.929907,-72.578473,43.52627,-71.37832,117.69417290130902
113879033_bfd1de651d_49_87434398@N00.jpg,44.723076,-73.294,44.941425,-85.2812,944.7200646054272
113885544_d7fbd527c6_48_87434398@N00.jpg,42.889674,-72.952909,44.865845,-71.29578,256.74907041837105
113900033_9051f51fbb_52_87434398@N00.jpg,43.147591,-73.199415,42.98616,-72.65619,47.639854108269574
113907854_ac0a856b31_53_87434398@N00.jpg,43.963538,-73.207998,39.00438,-89.781815,1483.350547595298
113910978_c1353d9035_55_87434398@N00.jpg,44.421704,-72.850384,38.414116,-79.99547,894.3876688685885
113912238_2a4c51a668_43_87434398@N00.jpg,43.891459,-72.490625,42.98616,-72.65619,101.54812414470494
1143703719_b8942ef862_1094_70323761@N00.jpg,40.721664,-74.038297,-37.78374,144.99825,16665.686781513603
114862608_ba258c245d_50_82927779@N00.jpg,-24.74995,25.7944,-23.91547,31.47054,582.4808809994217
114868308_3bf8f90326_46_82927779@N00.jpg,-24.74995,25.7944,-23.91547,31.47054,582.4808809994217
1155935557_5d22312c46_1219_41894197861@N01.jpg,40.418993,-3.6922,40.416176,-3.709516,1.499004944725019
115638799_b6b6e74e07_53_88483799@N00.jpg,39.397726,-76.597608,40.52356,-80.084305,322.4297469480893
1156773764_43e2a07c5b_1180_41894197861@N01.jpg,40.416453,-3.700203,39.47072,-0.376142,302.23679507913425
116048252_e64be89628_54_88483799@N00.jpg,39.397726,-76.597608,41.81053,-87.66035,970.9053042301293
117005476_0584800acc_50_69212252@N00.jpg,41.940507,-87.640589,41.5975,-72.98417,1214.621601484229
1172480740_81de303685_1003_36093984@N00.jpg,40.765071,-111.842365,35.876408,-78.79021,2916.3217413345847
117397326_1aaf6dac8d_19_18684820@N00.jpg,10.784407,106.680679,10.804747,106.63922,5.0620386353140185
117400305_1dea9da931_46_18684820@N00.jpg,10.784407,106.680679,10.775027,106.70239,2.5907661935853574
117407151_e5ab0fb208_53_18684820@N00.jpg,10.784407,106.680679,11.932219,-85.96081,17128.866592592814
117409880_be8da6a355_37_18684820@N00.jpg,10.784407,106.680679,16.462097,102.824135,756.3721064380767
117415082_1349ec00bd_53_18684820@N00.jpg,10.784407,106.680679,17.965506,102.607994,910.9015358449099
117418457_244e0d7f56_46_18684820@N00.jpg,10.784407,106.680679,-3.70119,128.1655,2872.1056016938383
1177618026_9cf484ed83_1039_10976003@N07.jpg,39.051451,-94.480361,43.02821,-87.97117,702.1650979148963
118131355_5451e9534a_56_18684820@N00.jpg,13.735383,100.500183,13.749926,100.4913,1.880122331766205
118132126_bbbcb867a9_54_18684820@N00.jpg,13.735383,100.500183,28.730333,118.778,2516.951937461341
118134421_9ec58cf95a_35_18684820@N00.jpg,13.735383,100.500183,13.749926,100.4913,1.880122331766205
118150932_baf301f1d2_34_18684820@N00.jpg,13.735383,100.500183,13.749926,100.4913,1.880122331766205
118159659_c2cc29c6a1_52_18684820@N00.jpg,13.735383,100.500183,15.8775,108.335,875.1975786301987
1182903598_51bdaa7836_1385_15376845@N00.jpg,41.947553,-72.691576,33.981304,-117.64131,3991.330070970123
1182926817_f5c931db2b_1109_15376845@N00.jpg,41.947553,-72.691576,40.73744,-73.41335,147.43241084750335
1183171295_73c6565f16_1175_47311799@N00.jpg,44.499489,11.34392,43.77484,7.505121,316.72851395503983
118469151_65ad932ce3_48_41894197861@N01.jpg,51.494797,-0.195007,51.513744,-0.098254,7.020260795914052
118489811_f07bfb2347_53_41894197861@N01.jpg,51.499473,-0.119862,51.509876,-0.103189,1.6338765445475167
118498673_8e6fd335d3_42_41894197861@N01.jpg,51.499473,-0.119862,51.50783,-0.098834,1.7269734651144293
118511568_34404be213_49_41894197861@N01.jpg,51.499473,-0.119862,51.505726,-0.118253,0.7041317967128493
118549043_489c2a4b3e_56_41894197861@N01.jpg,51.494583,-0.202045,51.594807,-0.066089,14.58028449051665
118556934_32ccc0ff16_42_41894197861@N01.jpg,51.494583,-0.202045,51.520264,-0.009291,13.642546244171154
1185635638_4d58194376_1126_15376845@N00.jpg,41.962066,-72.745124,41.430813,-72.89038,60.290980745973854
1185751817_d2918624dc_1084_47311799@N00.jpg,45.49075,10.607771,46.78641,17.69489,564.5171255271013
118594842_b32034ba4c_50_41894197861@N01.jpg,47.459897,8.549766,51.889843,0.261096,772.717246869775
118654486_9f20d0ae96_21_18684820@N00.jpg,13.735383,100.500183,14.008696,100.37109,33.43373508789717
1187469358_26459f74ff_1070_43616936@N00.jpg,42.346571,-71.097228,42.346745,-71.09699,0.027349329173043283
1190585699_2de6e84746_1076_47311799@N00.jpg,45.442037,10.998301,45.442307,10.998258,0.030239231956071845
1191410915_2c99edb131_1099_47311799@N00.jpg,45.434068,12.34079,45.436977,12.334663,0.5771479726888833
1191595911_b68bf58ca5_1402_47311799@N00.jpg,45.440621,12.321445,45.43886,12.319321,0.25644618761034943
1192463216_a5f06caf2c_1050_47311799@N00.jpg,45.440621,12.321445,45.438583,12.319868,0.25801042557145587
1193809473_4fc475d918_1122_47311799@N00.jpg,45.456465,12.356743,45.438484,12.318592,3.585517009433402
1194828036_f64ee2efe4_1197_47311799@N00.jpg,45.435133,12.336788,45.438934,12.321853,1.239581040227637
1195299939_f2cdf9d4aa_1381_99746029@N00.jpg,31.23394,121.462097,40.081387,116.592224,1077.2229165678173
1195497993_ca828ba353_1439_99746029@N00.jpg,31.23394,121.462097,21.031836,105.8519,1923.879367058678
1195826477_e2f02e85a0_1134_97522422@N00.jpg,40.17743,44.517974,40.17779,44.513126,0.4139357227039645
1196029876_9a678a04da_1348_11786349@N08.jpg,37.962403,27.365226,31.95522,35.936623,1026.928333064496
1196386402_e718d5e619_1280_99746029@N00.jpg,31.23394,121.462097,3.337953,101.51367,3740.0520895500867
1196415390_d7caf5e3ac_1106_97522422@N00.jpg,42.661799,44.637279,43.0952,19.074305,2075.425546442219
1196637106_439ebcfa9e_1089_97522422@N00.jpg,41.273678,44.590759,43.21919,23.296509,1761.2489731339012
1196697986_3f09d5e590_1028_40829484@N00.jpg,40.206213,-8.419003,40.159557,-8.871803,38.8144165534129
1196952297_41615841a2_1206_70323761@N00.jpg,41.520317,-71.443115,52.215164,-1.98075,5201.483882750323
1198701343_618ff4d0d0_1058_16418049@N00.jpg,37.97443,23.732013,37.970997,23.724949,0.7275000157617135
1199147355_c2b4c49248_1121_16418049@N00.jpg,37.090924,25.370521,36.180355,-5.493249,2743.638048229536
1199232827_50d480ebb5_1089_16418049@N00.jpg,37.090924,25.370521,39.76395,19.930315,559.2289628791352
1199535862_d1024b2cb4_1143_70323761@N00.jpg,41.490983,-71.315447,42.52235,-70.89058,119.9348274672676
1199601372_1be627557f_1213_16418049@N00.jpg,37.97443,23.732013,37.971943,23.725855,0.6066527968344517
1199908420_caf0674a09_1363_16418049@N00.jpg,37.090924,25.370521,39.488144,13.532409,1066.1174201399633
1199940142_4f1af0e9c6_1344_16418049@N00.jpg,37.090924,25.370521,35.588852,27.068768,225.89874031790765
1200015784_72326eb8bd_1007_59341685@N00.jpg,39.44819,-106.467432,42.645576,1.429767,8358.904065187451
1200038814_4bf38d326c_1178_16418049@N00.jpg,37.090924,25.370521,38.920654,8.915655,1453.9519713055856
1201299651_02e87d146d_1010_47311799@N00.jpg,46.539026,12.138133,46.709618,12.22023,19.97819406842233
1202468581_af97878357_1431_47311799@N00.jpg,46.489351,9.840649,46.495037,9.844045,0.6836423541281441
1202645062_161c4a3360_1301_65768710@N00.jpg,-33.927551,151.254272,-43.4626,172.59491,2124.962766165068
120317522_749fbcec2e_34_18684820@N00.jpg,13.735383,100.500183,-6.492448,106.765564,2353.1625881392947
1203237811_23e521fb8f_1224_47311799@N00.jpg,46.195517,9.450473,46.13176,8.197431,96.76048743628958
1205192842_abe51c5638_1326_47311799@N00.jpg,45.468121,9.19532,45.466057,9.185333,0.8119549701428004
1208388445_947a7b9831_1097_70323761@N00.jpg,41.484393,-71.314954,41.491413,-72.08967,64.53485552094008
120899260_27fd657739_55_57253263@N00.jpg,42.205983,-71.328049,43.12813,-70.71714,114.05593389390565
1212815991_d0db96dfae_1100_47311799@N00.jpg,45.467,9.189891,45.069557,7.683906,125.8659291710093
1212979628_9a198136be_1049_47311799@N00.jpg,45.917362,9.153327,46.022476,9.406013,22.75924199035734
1212998956_261bcf7be9_1251_47311799@N00.jpg,45.858575,9.116592,45.853912,9.102344,1.2191971875851317
1213672418_c0a23932ef_1080_47311799@N00.jpg,45.464758,9.189934,45.46489,9.190428,0.04111448112442715
1214032151_2bccd236cb_1431_26519935@N00.jpg,26.057708,119.279766,29.344547,113.116776,708.1364480680751
1215127132_ef69c16a1e_1274_26519935@N00.jpg,26.062334,119.267406,21.91024,96.050545,2399.9556664638285
1215157478_41bd37102c_1392_11786349@N08.jpg,13.420845,103.871097,13.360894,103.860794,6.758779402619442
1215271571_22c5991425_1431_11786349@N08.jpg,-14.83886,-74.945983,-14.912938,-74.98924,9.458394414395398
1215336556_279c61471b_1358_11786349@N08.jpg,13.749806,100.493659,13.704146,100.50961,5.361698247581799
1215842913_10057b338b_1105_97522422@N00.jpg,40.17743,44.517974,42.704624,-4.411482,4030.9046747294524
1221245649_d7301c9e5e_1426_47311799@N00.jpg,47.052295,8.30812,45.89878,6.128829,210.46491419917433
1222111024_5f9bd39a03_1342_47311799@N00.jpg,47.052295,8.30812,45.899265,6.127882,210.4889877810641
1222747967_39c1091f85_1043_56945335@N00.jpg,32.661673,51.678067,39.905956,41.277657,1230.4683798189265
1222946416_16db22f95d_1310_47311799@N00.jpg,46.219128,6.107196,50.879818,4.704701,528.3999987897714
1223225942_44420da21b_1061_65768710@N00.jpg,-33.927551,151.254272,-36.756,144.2815,706.0786423817788
1224896902_5acf368aa5_1062_48637819@N00.jpg,50.279906,8.52539,48.530445,8.077847,197.20701453653896
1225755425_ac9e307610_1382_96928198@N00.jpg,62.147036,6.062039,62.33112,7.473678,75.92215748382812
1225986996_60db89c58a_1239_92123108@N00.jpg,37.7718,-122.454986,37.79404,-122.39762,5.615370536734941
1226154195_49065b65e5_1017_65768710@N00.jpg,-33.870344,151.225433,-33.8555,151.21217,2.0548733277854323
1226778732_aa330b8a02_1359_65768710@N00.jpg,-33.870344,151.225433,-33.850742,151.20973,2.6177049027371018
122874346_d2c3b79d6a_1_69212252@N00.jpg,-33.899201,151.191015,43.804554,131.95575,8857.556623007462
1233312144_1c4d07b7c8_1160_70323761@N00.jpg,41.469381,-71.297648,41.470753,-71.30663,0.7642117741352679
